"gender","alwaysDepressed","alwaysAnxious","alwaysStressed","alwaysLoveAndCareForYourself","alwaysAccountableAndResponsibleForYourActions","alwaysCalm","extreAustraliayGoodAbilityToSense","alwaysHaveDigestiveProblems","myBodyIsHypermobileAndLovesToMove","alwaysHaveFun","alwaysSerious","extreAustraliayGoodCommunicator","iDontFeelParticularlyPleasedWithTheWayIAm","iAmIntenselyInterestedInOtherPeople","iFeelThatLifeIsVeryRewarding","iHaveVeryWarmFeelingsTowardsAlmostEveryone","iRarelyWakeUpFeelingRested","iAmNotParticularlyOptimisticAboutTheFuture","iFindMostThingsAmusing","iAmAlwaysCommittedAndInvolved","iDoNotThinkThatTheWorldIsAGoodPlace","iAmWellSatisfiedAboutEverythingInMyLife","iDontThinkILookAttractive","thereIsAGapBetweenWhatIWouldLikeToDoAndWhatIHaveDone","iAlwaysHaveACheerfulEffectOnOthers","iCanFitInFindTimeForEverythingIWantTo","iFeelThatIAmNotEspeciallyInControlOfMyLife","iFeelAbleToTakeAnythingOn","iFeelFullyMentallyAlert","iOftenExperienceJoyAndElation","iDontHaveAParticularSenseOfMeaningAndPurposeInMyLife","iFeelIHaveAGreatDealOfEnergy","iUsuallyHaveAGoodInfluenceOnEvents","iDontHaveFunWithOtherPeople","iDontHaveParticularlyHappyMemoriesOfThePast","onTheWholeIAmSatisfiedWithMyself","atTimesIThinkIAmNoGoodAtAll","iFeelThatIHaveANumberOfGoodQualities","iFeelIDoNotHaveMuchToBeProudOf","iCertainlyFeelUselessAtTimes","iFeelThatImAPersonOfWorth","iWishICouldHaveMoreRespectForMyself","allInAllIAmInclinedToThinkThatIAmAFailure","iTakeAPositiveAttitudeTowardMyself","leadersOughtToMakeUpTheirOwnMindsAndNotWasteTimeConsultingOther","betterDecisionsAreMadeWhenLeadersDiscussMattersWithOthersFirst","friendsUsuallyCantAgree","familyMembersUsuallyEnjoyDoingThingsTogether","iPreferNotToShareMyGoodIdeasWithOthers","iLikeToCooperateWithOthersOnProjects","itsFunToTakePartInRunningAClub","socialClubsHardlyEverWorkWell","itIsOftenDifficultWorkingWithOtherPeople","itIsMoreProductiveToWorkOnOnesOwn","teamWorkIsTheBestWayToGetResults","boysAndGirlsCanUsuallyWorkTogetherQuiteWell","involvementInJointProjectsIsVerySatisfying","itIsDifficultToArriveAtAnAgreedDecisionInGroups","committeesAreAWasteOfTime","iLikeToGetToKnowPeopleBetter","friendsOughtToBeConcernedAboutEachOthersWishes","peopleOfADifferentSexCanHardlyEverAgree","doYouFeelASenseOfPurposeAndMeaningInYourLife","doYouOftenFeelASenseOfGratitudeForTheGoodThingsHappenedInYourLi","doYouOftenExperienceASenseOfInnerPeaceAndCalmness","doYouBelieveInAHigherPowerOrDivineBeingThatInfluencesYourLife","howDoYouReconcileSpiritualBeliefsWithScientificOrRationalThinki","howOftenDoYouFeelSociallyConnectedWithYourPeersAndFriends","doYouHaveASupportSystemOfFriendsAndFamilyToTurnToWhenNeeded","howOftenDoYouParticipateInSocialActivitiesIncludingClubsSportsV","doYouFeelComfortableEngagingInConversationsWithPeopleFromDiffer","iLikeMyCurrentLivingAccomodation","iPreferStayingInAQuietPlace","iLikeCookingFood","iAmOpenToEngagingInPracticesToExpandMyKnowledgeBase","iAmOpenToEngagingInPracticesWhichFocusOnMyInterestsAndBeliefs","iFeelLikeIRegularlyDedicateTimeToMaintainMyWellness","iWillinglySeekOpportunitiesWhichFeelMeaningfulAndRewardingToMe","alwaysEngageInPreparingAndUsingYourSkillsAndTalentsInOrderToGai","alwaysMakingProgress","whenInAFriendshipIsYourRelationshipVeryIntimate","whenInASexualRelationshipIsYourRelationshipVeryIntimate","iFeelCapable","iAttemptToManageMyTimeToMaintainAHealthyWorkAndLifeBalance","happiness"
"Male",-2,0,0,1,2,2,1,0,1,1,1,2,-2,1,2,2,1,-1,0,2,2,0,0,2,1,-2,1,1,1,0,-2,-2,1,-1,-1,1,0,2,1,-2,2,-2,-2,2,-1,1,0,0,1,1,1,1,0,1,1,2,0,0,-2,2,1,-1,2,2,2,"No","They complement each other","Sometimes","Yes, I have family","At least once a month","Always",2,2,1,2,2,2,2,1,1,1,0,2,1,9.11739
"Male",-2,-1,-2,0,1,0,1,0,0,1,-1,-2,1,-1,0,-1,1,2,2,-1,0,-2,-1,2,0,0,1,0,-2,0,0,0,0,0,1,-1,-2,1,0,-2,1,-1,-1,-2,-2,1,0,0,-2,1,-2,0,2,2,2,1,0,2,0,0,1,0,0,0,-1,"No","They are separate","Rarely","Yes, I have family","Rarely","Sometimes",-2,1,0,0,1,-2,2,-1,1,-1,1,0,0,-1.67038
"Female",0,-2,1,2,1,0,-2,-2,0,0,0,0,-2,-2,0,1,-2,-2,-2,1,0,0,-1,0,-2,-2,0,1,-2,-1,0,2,0,0,-2,0,-1,1,-2,0,1,1,-1,1,0,0,-1,0,-2,-2,0,0,1,1,-1,-2,-1,1,1,0,0,0,0,0,0,"Yes","They complement each other","Never","Yes, I have both","No","Rarely",-2,0,0,0,0,1,1,2,1,1,1,1,1,9.58764
"Male",-2,0,-2,0,-2,0,1,2,1,1,-1,0,-1,0,1,0,0,1,0,-1,-2,1,-2,0,0,-2,-2,0,2,1,-2,1,0,-1,0,1,1,1,0,-2,1,-1,-2,1,-1,1,-2,1,-2,-2,0,-2,1,-2,1,1,0,0,0,1,1,-2,1,2,0,"No","They are separate","Sometimes","Yes, I have both","More than three times a week","Rarely",1,2,0,2,1,1,1,-1,-2,0,1,1,1,-9.64573
"Female",-2,1,1,2,2,1,1,0,1,2,-1,0,0,0,1,1,1,-2,0,1,0,2,0,0,1,1,-2,1,-2,1,-1,2,2,-1,-1,1,0,1,1,-2,0,2,1,1,0,1,-2,1,0,0,1,1,0,1,-2,2,0,-2,-1,2,1,-2,1,2,2,"Yes","They conflict","Never","Yes, I have family","At least once a week","Never",1,0,0,2,2,0,1,1,2,2,2,2,1,-3.5477
"Male",-2,0,1,-2,0,-1,1,0,1,0,1,-2,0,-2,0,1,0,1,0,1,-2,-2,0,0,1,1,1,0,0,2,0,1,1,-1,-2,0,2,1,1,1,1,2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,-2,0,1,2,-2,0,1,2,"Yes","They complement each other","Sometimes","Yes, I have both","At least once a week","Never",1,1,1,1,1,-2,1,2,-2,2,1,1,0,-2.6744
"Female",-2,1,2,0,0,0,1,2,0,0,-2,0,1,-2,0,-2,2,2,-2,-1,2,-2,2,1,-2,-1,1,-1,0,0,2,0,0,1,2,-1,1,0,2,-2,-1,1,0,0,-1,1,0,-1,1,-2,-2,1,1,2,0,-2,-2,1,1,1,1,0,0,2,-2,"Yes","They complement each other","Sometimes","Yes, I have both","More than three times a week","Never",1,2,0,1,1,1,0,0,0,-1,-1,0,0,-10.4997
"Male",0,0,1,-2,2,-2,1,1,1,1,-2,0,2,-2,0,0,2,1,1,0,-2,0,0,0,1,0,2,0,1,0,1,0,0,-1,-2,-1,-2,1,0,0,1,1,0,-2,-1,1,0,0,0,1,0,-2,-2,1,1,2,0,0,-1,1,1,-2,-2,0,-1,"No","They complement each other","Always","No","At least once a week","Never",1,0,2,2,2,1,1,2,1,-2,0,0,0,-6.02824
"Female",-1,-2,-2,1,1,2,2,-1,0,1,-2,2,-1,0,0,-2,1,0,0,1,-2,1,0,0,0,-2,-1,-1,-2,0,-2,0,-1,-2,-1,2,-1,0,-1,-1,2,1,-1,1,-2,1,-1,0,-1,1,1,-2,-2,-2,2,1,2,0,-2,1,1,-1,2,2,0,"Yes","They complement each other","Always","Yes, I have both","At least once a month","Never",2,1,2,1,1,2,2,1,1,1,2,1,2,-12.3595
"Male",-1,-1,-2,1,1,1,2,-2,1,0,-1,2,-2,1,-2,2,0,-2,1,1,0,0,-1,0,1,2,2,1,0,1,-2,0,2,0,0,2,-1,2,-1,0,2,-2,-1,0,-1,2,-1,2,1,2,2,0,-2,-1,2,2,2,1,-1,2,1,-1,1,1,-2,"No","They complement each other","Always","Yes, I have both","At least once a week","Always",1,0,0,1,1,0,2,2,2,2,2,2,1,9.95783
"Female",0,-2,1,0,1,-1,1,-2,1,0,1,0,-2,-2,0,1,2,2,0,-1,-1,-1,0,0,1,0,-2,0,1,0,-2,0,0,-2,-1,-1,-2,1,-2,0,1,1,-2,0,0,0,-1,-1,-2,0,0,-2,0,1,1,0,0,0,0,1,0,-1,-2,1,-2,"Yes","They complement each other","Never","Yes, I have both","At least once a week","Always",0,1,1,1,1,-2,0,1,0,1,-2,0,-1,-0.410939
"Female",-1,-2,0,0,0,-2,1,-2,-1,-2,2,-2,0,0,-2,0,0,2,-2,-1,1,-1,2,2,-2,-1,2,-1,-2,-1,0,-1,0,2,1,0,0,0,2,1,-1,2,2,0,1,1,-2,0,-2,1,0,0,2,0,1,1,0,0,0,1,1,-2,0,2,1,"Yes","They conflict","Sometimes","Yes, I have both","At least once a week","Rarely",1,1,1,2,2,2,1,-2,-2,-2,1,0,1,-10.9322
"Male",-1,-1,0,0,1,1,1,-1,0,1,1,2,-2,2,1,2,0,-1,0,1,0,-2,0,1,0,2,-2,2,0,1,-2,0,0,-1,-1,1,0,2,-1,0,1,2,-1,1,0,0,0,1,-2,2,-2,0,-2,0,1,0,1,1,0,1,0,0,1,1,1,"Yes","They complement each other","Never","Yes, I have family","At least once a week","Always",1,1,1,1,1,-2,0,1,1,2,0,2,0,1.90982
"Female",-2,0,1,1,1,0,0,-2,0,-2,2,1,-1,0,1,1,0,-1,0,2,-1,1,-2,1,0,1,-1,1,1,1,-1,0,1,-2,-1,2,0,1,-1,-2,1,0,-1,2,0,1,0,1,-2,2,2,0,-2,1,0,2,0,1,-2,1,1,-2,2,1,0,"Yes","They are separate","Rarely","Yes, I have family","More than three times a week","Never",1,0,1,2,2,1,1,2,0,2,2,2,0,9.51701
"Male",-1,-2,-2,-1,1,0,-1,-2,-2,0,0,1,2,-2,0,0,1,1,0,0,-1,-1,0,2,-2,-1,0,-1,-2,0,0,-2,0,-1,-1,-1,-2,1,-2,0,0,1,-1,0,-2,0,-2,-1,-2,1,1,-1,-2,0,0,-2,0,0,1,1,0,0,0,1,-2,"Yes","They are separate","Rarely","Yes, I have both","At least once a week","Sometimes",2,1,2,0,1,-2,0,-2,0,0,1,0,0,-10.7665
"Female",1,1,0,1,1,-1,0,1,0,1,0,0,0,-2,1,0,0,-2,-2,0,-1,0,0,2,-2,-1,1,-1,-2,0,0,-2,-1,0,-1,0,0,1,-1,2,1,2,1,0,-2,1,-2,0,-1,1,1,-2,0,1,0,1,1,1,-2,2,2,-1,2,2,-2,"Yes","They complement each other","Rarely","No","No","Never",0,2,1,2,2,1,2,0,2,1,0,1,2,-9.58762
"Male",-2,1,1,-2,1,1,1,0,1,2,2,0,0,0,0,2,0,-1,1,1,1,0,1,2,0,0,1,0,0,0,0,0,0,0,1,-1,1,1,1,1,2,2,-2,0,0,1,-2,0,1,-2,-2,-2,0,1,0,0,0,1,-1,2,1,-2,1,1,0,"No","They complement each other","Rarely","Yes, I have both","At least once a week","Never",0,2,0,1,1,-2,0,0,2,0,2,1,0,-10.7523
"Male",1,1,1,0,1,-1,0,-2,0,-2,-2,0,1,1,0,0,-2,0,-2,1,0,0,2,1,1,1,1,-1,2,1,1,-2,0,1,-2,1,1,0,0,2,1,2,2,1,-2,2,1,1,-2,1,1,0,0,-2,0,1,0,-2,0,1,0,-2,0,0,0,"Yes","They complement each other","Rarely","Yes, I have family","More than three times a week","Never",2,0,1,1,1,0,0,0,-2,1,-2,1,1,1.8726
"Male",0,2,2,0,1,0,2,0,0,0,-1,0,2,0,-2,1,2,-2,2,1,0,0,-1,0,1,1,1,1,-2,2,1,0,1,-2,0,-1,0,1,-2,-2,0,1,-2,0,-2,2,1,1,-2,2,1,0,-1,0,-2,2,1,0,-1,1,1,-2,0,1,1,"Yes","They are separate","Sometimes","Yes, I have both","At least once a month","Rarely",1,0,2,0,1,-2,0,1,1,0,1,1,0,-13.7407
"Female",-2,-2,0,1,1,-1,1,0,0,0,1,2,-2,1,0,2,1,0,1,1,0,0,0,2,0,-2,0,0,0,0,1,-2,0,-1,0,0,0,1,0,0,0,1,-2,0,0,0,-2,1,0,1,0,1,1,1,-2,0,-2,0,1,1,1,0,0,1,1,"Yes","They complement each other","Rarely","Yes, I have both","At least once a week","Sometimes",-2,-2,0,1,0,0,1,0,0,2,2,0,0,-5.31714
"Male",0,1,0,2,2,2,1,0,2,1,0,2,2,-2,1,0,1,1,0,0,0,0,-2,-2,1,1,-2,-1,1,1,-2,-2,1,1,-2,1,1,0,1,-1,2,0,-2,1,0,1,1,0,0,-2,1,-2,1,2,-2,-2,-2,1,-2,0,1,-2,1,0,0,"Yes","They complement each other","Rarely","Yes, I have family","At least once a week","Sometimes",0,1,0,2,2,1,2,1,1,-2,0,1,0,0.13252
"Male",0,0,1,0,-2,-1,2,2,0,-2,-2,-2,0,0,1,0,1,-2,0,1,0,-1,0,0,1,1,0,1,0,1,-2,0,1,-2,-2,1,0,2,-2,0,2,1,-1,1,0,0,-2,1,0,-2,-1,0,0,2,0,0,0,1,1,0,1,-2,0,0,1,"Yes","They complement each other","Sometimes","Yes, I have family","Rarely","Never",0,1,-1,0,0,-1,1,1,0,1,0,0,0,1.83155
"Male",0,0,1,1,2,2,2,-2,1,-2,-2,1,0,0,-2,1,1,-2,0,0,2,-1,-2,2,1,-2,1,0,0,1,0,0,1,1,-2,0,2,1,-2,0,1,0,1,1,-1,0,1,1,-1,0,1,1,0,0,-2,1,-1,0,-1,2,1,-1,0,2,0,"Yes","They conflict","Sometimes","Yes, I have both","At least once a month","Sometimes",0,2,2,2,2,2,2,-2,1,-2,2,1,2,-17.2088
"Female",2,2,2,1,-2,0,1,1,0,0,1,-2,2,0,-1,1,2,1,1,0,2,-2,1,0,0,-2,2,-1,-2,0,0,-2,0,0,0,-1,0,0,2,-2,0,1,0,0,0,-1,-1,-1,0,-1,-2,1,1,2,-1,0,-1,-2,2,1,-2,1,-2,1,1,"Yes","They complement each other","Always","Yes, I have both","More than three times a week","Sometimes",1,2,0,1,2,1,2,0,1,-2,0,1,1,-31.7618
"Male",-2,-2,-1,0,1,1,2,0,-2,1,1,2,-2,-1,1,2,0,-2,-2,0,0,-2,-2,1,0,0,-2,0,2,-1,1,-2,0,-1,-2,1,-2,1,-1,-2,2,-1,-1,2,0,0,0,0,-1,1,0,-2,0,0,1,0,1,0,1,-2,0,-1,2,1,2,"Yes","They complement each other","Rarely","Yes, I have both","More than three times a week","Always",1,0,1,1,2,2,2,0,0,2,1,2,2,8.37401
"Male",0,0,-2,2,1,2,2,-1,2,0,0,2,-1,0,2,2,-2,-1,1,2,-1,2,-1,1,2,2,-1,2,0,1,-2,1,1,-1,-1,2,-2,2,-1,-2,2,1,-2,2,0,0,-1,2,-2,1,2,-2,-2,-2,1,2,1,-2,-2,1,2,-1,2,2,2,"No","They complement each other","Never","Yes, I have both","At least once a month","Never",1,0,2,1,1,2,2,2,1,2,2,2,2,-1.71375
"Female",0,1,1,-2,2,-1,1,1,0,-2,2,-2,0,1,0,0,-1,2,0,0,-1,-1,0,1,0,0,0,1,1,0,-1,1,0,-2,1,-1,1,2,-1,2,0,1,0,0,-2,2,-2,0,-1,1,1,0,1,-2,1,1,0,0,-1,1,0,-2,1,1,-1,"No","They conflict","Rarely","Yes, I have family","At least once a week","Rarely",-2,-2,0,1,1,-1,0,0,1,1,0,1,0,6.95325
"Female",-1,-2,0,0,1,0,0,-2,0,0,0,0,1,0,0,-2,0,0,-2,1,0,-2,-2,1,1,1,1,1,0,1,-2,-2,0,0,-2,0,0,1,0,-2,1,-2,-1,1,-2,2,0,1,0,1,0,0,-2,-2,1,1,1,1,0,1,1,0,2,1,0,"Yes","They are separate","Never","Yes, I have family","No","Always",0,1,1,1,1,-1,0,0,1,1,0,2,-1,7.33474
"Female",-2,0,0,0,0,1,1,0,-2,-1,-1,-1,-2,-1,0,-1,0,-2,-2,1,-2,0,-2,0,0,-2,-2,1,-2,0,-2,0,1,2,-2,1,0,0,-1,-2,0,0,-2,1,0,2,-2,0,-1,1,-2,0,-2,0,0,2,1,0,-1,1,1,-2,0,2,0,"Yes","They conflict","Rarely","Yes, I have both","No","Rarely",1,2,2,1,1,1,1,0,-2,0,0,1,1,-5.14958
"Male",1,-2,0,0,0,0,0,-2,0,-1,-1,-1,1,-2,-2,-1,-1,2,1,-1,1,-1,1,2,0,0,2,1,-1,0,0,2,0,2,2,-1,1,-1,2,2,-1,2,1,-1,1,0,0,-1,0,-2,-2,1,2,2,0,0,-1,0,1,-2,1,1,-1,-1,-1,"Yes","They are separate","Sometimes","Yes, I have family","Rarely","Sometimes",-1,0,0,-1,-1,-1,-1,1,0,0,-2,-1,0,-18.0137
"Male",-2,-1,0,2,0,1,0,-2,2,2,0,1,0,1,0,1,-2,0,0,0,0,-2,-2,0,-2,0,-2,1,1,1,-2,0,0,0,1,0,-2,0,0,0,0,-2,0,1,-1,2,0,1,-2,0,2,0,0,-1,1,2,1,0,-1,1,1,0,1,1,0,"No","They conflict","Never","Yes, I have family","More than three times a week","Always",1,1,1,1,1,2,1,0,1,1,1,0,1,-0.0144391
"Female",-2,0,0,0,1,0,2,1,0,0,0,1,1,2,0,1,2,0,0,1,0,0,1,1,0,-1,1,-1,0,0,0,-2,2,-2,0,1,0,1,0,1,0,1,0,1,-2,1,0,1,0,0,1,1,-2,0,0,0,0,0,0,2,1,-2,2,0,0,"Yes","They complement each other","Always","Yes, I have friends","At least once a week","Sometimes",0,-1,0,0,1,-2,0,0,0,1,1,0,1,10.3511
"Female",1,2,2,0,2,0,2,0,-2,1,-2,-2,1,1,-2,0,1,0,1,0,1,-1,2,1,0,-2,1,-1,-2,0,0,-2,0,-1,0,0,2,0,-2,2,1,0,2,0,-1,1,-1,-1,0,-1,0,-2,0,1,-2,0,-2,2,-2,1,1,-1,-2,0,-2,"Yes","They complement each other","Always","Yes, I have family","At least once a week","Rarely",-2,1,0,0,1,0,0,2,2,2,-1,0,1,2.14139
"Female",0,0,0,-1,1,-1,0,1,0,-2,0,1,1,0,-2,-1,1,0,-2,0,1,-1,0,1,-2,-2,1,0,1,1,-2,-2,0,0,1,-1,2,1,1,1,1,-2,0,-2,0,0,1,1,0,1,-2,0,1,-1,1,-2,-2,1,-2,-2,1,0,1,0,-2,"Yes","They complement each other","Rarely","Yes, I have family","More than three times a week","Never",1,0,0,1,0,-2,0,-1,-2,-2,0,0,0,-11.1237
"Male",0,2,0,0,0,1,2,1,0,-2,0,0,1,-1,-2,-1,2,-2,0,0,2,0,-2,-2,0,0,1,-1,0,1,1,-2,1,0,0,1,1,1,1,0,2,-2,0,1,1,0,2,1,2,-2,-2,0,0,2,-2,0,-1,1,1,-2,1,0,1,0,2,"No","They complement each other","Rarely","Yes, I have both","Rarely","Always",1,2,-2,1,1,1,1,0,0,2,0,2,1,17.5836
"Female",0,1,0,1,2,1,0,2,1,0,-2,0,-2,-1,1,1,1,-2,0,0,-2,0,-2,2,1,-2,0,1,1,0,0,2,1,-2,0,0,1,1,-2,1,1,0,-2,1,-1,0,-2,0,-1,0,1,0,-1,-2,-2,0,0,-2,0,2,1,-1,1,1,1,"Yes","They conflict","Sometimes","Yes, I have family","More than three times a week","Rarely",2,1,0,1,1,1,2,0,1,-2,0,1,2,-7.47632
"Female",-1,-2,0,1,2,1,0,-2,1,-2,-2,1,-2,0,1,0,0,-2,1,2,-1,0,-2,1,0,1,-2,0,0,1,-2,-2,1,-1,0,0,0,0,-1,-1,1,-1,-1,1,-1,1,-1,0,-2,1,0,0,-1,-2,0,1,1,-2,-1,0,1,-2,1,1,1,"Yes","They are separate","Rarely","Yes, I have both","At least once a week","Never",2,2,1,1,2,0,1,1,1,0,2,1,1,3.62624
"Male",0,1,1,1,1,0,1,2,1,1,1,-1,1,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,-2,-2,0,1,2,1,2,1,2,2,-1,1,0,0,-1,1,0,0,0,1,0,1,2,1,0,2,0,2,0,0,2,1,0,1,1,"No","They complement each other","Rarely","Yes, I have both","No","Always",1,1,0,1,1,1,0,0,1,-2,1,1,1,-10.4017
"Male",-2,-1,-2,1,1,1,1,-2,2,2,-2,2,-1,1,1,1,-1,0,1,1,-2,0,-1,-2,1,0,-1,1,0,0,-1,2,0,-1,0,1,-1,1,-1,-1,1,0,-1,0,-2,0,-1,0,-1,1,0,-1,0,-1,1,1,2,0,-2,0,1,-1,1,1,1,"No","They conflict","Never","Yes, I have both","More than three times a week","Rarely",1,-2,2,1,1,2,2,1,2,0,2,1,2,16.6898
"Female",-1,-2,0,1,-2,0,2,-2,-2,-2,-1,-2,-1,1,1,0,-1,-1,1,-1,2,0,-2,-2,-2,-1,-1,1,0,0,-1,0,0,-2,0,2,-2,1,-2,-2,0,-2,-2,0,0,0,-1,0,-2,-2,-2,0,0,1,0,2,0,-2,-2,1,0,-2,-2,1,1,"No","They complement each other","Sometimes","No","At least once a month","Never",2,0,1,0,0,1,1,2,0,0,-2,1,1,7.64097
"Female",0,-2,-1,0,1,1,2,-2,0,-2,0,2,-1,2,1,1,-1,-1,0,0,0,-2,-2,1,1,0,-2,1,1,0,-2,1,1,-1,0,0,1,1,-2,-2,1,-2,-2,1,-2,2,-2,1,-2,1,1,-1,-1,-1,1,1,2,-1,-2,2,1,-1,0,2,1,"Yes","They complement each other","Sometimes","Yes, I have family","At least once a month","Sometimes",0,0,0,1,2,0,1,0,0,2,1,1,1,21.2978
"Male",-1,-1,-2,0,2,-2,2,-1,-1,0,0,0,2,0,1,-1,-2,0,-2,0,-2,-2,0,2,-2,1,2,0,1,0,1,-2,0,0,-1,0,0,1,-2,1,1,1,0,-2,-1,2,-2,1,1,2,0,1,1,0,1,1,0,1,0,1,2,-1,1,1,0,"Yes","They complement each other","Rarely","Yes, I have both","More than three times a week","Rarely",1,2,0,2,2,0,1,1,1,0,0,1,1,-2.96498
"Female",-2,0,-2,0,1,0,2,2,0,0,-2,0,-1,-2,0,0,-1,-2,1,0,-2,1,-1,-2,2,1,0,1,1,1,0,2,1,-2,0,2,-2,1,-2,0,2,1,-1,1,2,1,1,1,-1,1,1,-1,-2,1,1,2,1,0,0,1,1,-2,1,1,1,"Yes","They complement each other","Rarely","Yes, I have both","At least once a month","Rarely",1,0,0,1,1,0,1,1,-2,1,0,1,1,16.3385
"Female",0,1,-2,-2,1,-2,2,2,1,0,-1,2,0,-2,0,-2,0,0,1,1,0,0,0,0,2,-2,1,0,0,1,0,1,2,-1,0,0,1,2,-2,-2,1,0,-1,1,-2,2,1,1,0,1,1,-1,0,1,0,2,2,-2,-2,2,2,-1,1,2,0,"Yes","They conflict","Sometimes","Yes, I have family","At least once a week","Always",1,0,0,2,2,0,2,1,1,0,2,2,2,1.7177
"Male",0,2,2,-1,0,-1,-2,1,0,0,-2,-2,2,1,1,1,0,2,0,0,1,-1,2,1,-2,1,2,0,0,0,0,-2,-1,2,0,-1,2,0,1,2,0,2,2,-1,-1,2,1,-1,-2,-2,0,0,2,1,-2,1,0,1,-2,0,0,2,-2,-1,0,"Yes","They complement each other","Rarely","Yes, I have both","More than three times a week","Rarely",0,1,1,1,1,-1,-1,-1,0,-2,2,0,-1,-13.5044
"Male",-1,-1,-2,0,1,-2,-2,-1,0,0,0,0,0,-2,1,0,-2,-2,0,1,-1,-2,-2,2,0,0,-2,0,0,1,0,0,0,-1,-1,0,-2,0,0,0,0,0,-1,1,-2,2,-1,2,-1,1,1,-1,-2,0,0,1,1,0,-1,2,1,-1,0,0,-2,"Yes","They complement each other","Sometimes","Yes, I have family","More than three times a week","Never",0,0,1,1,1,-2,1,1,0,1,1,1,0,-13.5071
"Male",-2,-2,-2,-2,0,1,-2,-1,-2,-2,0,0,1,1,-2,-2,-2,0,0,0,2,-1,1,2,0,-1,1,1,-2,0,0,-2,1,0,0,0,1,0,0,0,0,1,1,1,-2,0,1,1,-1,0,-1,-2,-2,1,-2,-2,-2,1,1,0,-2,0,-2,0,-2,"Yes","They complement each other","Sometimes","Yes, I have family","Rarely","Sometimes",0,1,0,0,1,0,0,0,0,0,-1,0,0,-1.11305
"Female",-1,-1,-1,1,2,2,2,1,0,1,0,1,-1,-2,0,0,-2,-1,1,0,1,1,-1,-2,1,-1,-2,1,0,1,-1,1,1,-1,-2,2,-1,2,-2,-2,2,-1,-1,1,0,0,-1,1,-2,0,-2,-2,0,2,0,0,1,1,-2,0,1,-1,2,2,1,"No","They complement each other","Never","No","At least once a month","Rarely",1,1,1,2,2,2,2,0,1,-2,2,2,2,4.37043
"Male",-1,-1,-2,0,1,-2,1,-1,1,-2,-2,-2,1,-2,-2,-2,0,0,0,0,-2,-2,-2,1,0,0,2,-1,-2,-1,0,2,1,0,2,-1,0,0,1,1,-1,0,1,0,2,0,1,-1,-2,2,2,0,1,-1,1,1,0,0,-2,0,0,-2,0,2,-2,"Yes","They complement each other","Never","Yes, I have family","More than three times a week","Rarely",-2,-1,2,0,0,-2,0,0,0,0,0,0,0,-11.6966
"Male",-1,-2,-1,0,1,-2,1,-1,0,-1,0,1,-1,1,-2,0,-1,-2,-2,0,-1,0,1,0,0,-2,-2,1,2,0,-1,0,1,-1,-2,0,0,2,-1,-2,0,1,-1,0,-1,2,-2,2,-2,1,2,-2,1,-2,2,1,1,-2,-2,1,1,-1,2,1,-2,"No","They conflict","Sometimes","Yes, I have both","No","Never",0,2,2,2,2,1,2,1,1,-2,0,2,1,10.4763
"Male",-2,-1,-2,0,2,-2,1,0,0,-1,1,-1,1,0,1,-2,0,0,0,1,0,0,-2,1,0,0,0,0,2,1,-2,0,0,-1,0,0,0,0,-2,-2,0,-2,-2,-2,-2,0,-2,1,-2,0,-2,-1,0,0,-2,1,1,0,-1,-2,2,-2,1,1,0,"Yes","They complement each other","Rarely","Yes, I have both","More than three times a week","Never",1,1,0,1,1,0,1,0,1,-2,1,1,2,-5.89255
"Male",-1,-2,-1,1,0,2,1,-2,1,1,0,1,1,-2,1,1,0,0,0,1,-1,1,0,2,0,-2,0,0,0,0,-2,1,0,-2,-2,1,-2,1,0,0,0,0,-1,1,0,2,-1,1,-1,1,1,-2,1,1,1,2,2,2,-1,1,1,-1,2,2,0,"Yes","They conflict","Sometimes","Yes, I have both","No","Never",0,1,1,2,2,0,1,0,1,1,2,2,1,-7.84311
"Male",0,0,1,1,2,0,1,-2,-1,0,0,0,-2,0,0,0,1,0,0,1,0,-2,0,2,2,-1,-2,0,-2,0,-2,-1,0,0,-2,-1,0,0,-1,1,0,1,-2,1,0,1,0,-1,-1,0,-1,-2,0,0,0,1,2,0,-1,-2,0,0,-2,1,-2,"No","They conflict","Rarely","No","At least once a week","Rarely",1,1,0,1,1,-2,1,0,0,0,1,0,0,1.51807
"Male",-2,-2,0,0,1,0,0,-2,1,0,-1,-1,0,-2,1,0,0,-2,-2,1,-2,1,-1,-2,-2,-2,-2,0,1,0,-1,1,-1,-1,-1,1,-1,1,-2,-1,1,-2,-2,1,0,0,-2,0,-1,-2,-2,-2,-2,1,0,0,-2,1,-2,0,0,-1,2,1,0,"Yes","They complement each other","Rarely","Yes, I have family","Rarely","Sometimes",1,1,0,1,1,0,1,0,0,1,0,1,0,-6.0847
"Male",-1,-2,1,0,1,0,1,1,1,-2,-2,2,1,0,1,1,0,1,0,1,0,-2,-2,0,1,-2,1,1,2,1,-1,0,2,-2,-1,0,-2,1,-2,-1,1,0,-2,2,-2,1,1,1,-1,2,2,-1,-1,-2,2,2,1,-2,-2,2,1,-2,1,2,1,"Yes","They conflict","Never","Yes, I have both","At least once a month","Always",1,0,2,2,2,2,2,1,0,0,-2,1,1,13.6819
